"Frequency (Hz)","Absolute Amplitude (a.u.)"
5.988281250E3,3.646974156E-1
5.989746094E3,5.296999301E-1
5.991210938E3,1.002934069E-1
5.992675781E3,4.731204110E-1
5.994140625E3,3.747933809E-1
5.995605469E3,3.258721764E-1
5.997070312E3,2.912163620E-1
5.998535156E3,5.460709872E-1
6.000000000E3,5.082247207E-1
6.001464844E3,5.315816494E-1
6.002929688E3,4.464510592E-1
6.004394531E3,3.206110208E-1
6.005859375E3,5.040187586E-1
6.007324219E3,6.332243676E-1
6.008789062E3,5.693053101E-1
6.010253906E3,4.804945127E-1
6.011718750E3,3.365050478E-1
6.013183594E3,4.282459977E-1
6.014648438E3,3.642593841E-1
6.016113281E3,1.151015087E-1
6.017578125E3,2.472702487E-1
6.019042969E3,1.575701709E-1
6.020507812E3,1.615657982E-1
6.021972656E3,1.715900592E-1
6.023437500E3,8.551411545E-2
6.024902344E3,1.214307125E-1
6.026367188E3,1.832150187E-1
6.027832031E3,2.236890008E-1
6.029296875E3,4.310975338E-1
6.030761719E3,2.277276495E-1
6.032226562E3,4.240656856E-1
6.033691406E3,1.594945305E-1
6.035156250E3,3.789797197E-1
6.036621094E3,2.177988175E-1
6.038085938E3,2.194498863E-1
6.039550781E3,2.770809897E-1
6.041015625E3,9.716462817E-2
6.042480469E3,1.192139143E-1
6.043945312E3,3.658004485E-1
6.045410156E3,1.427362924E-1
6.046875000E3,9.117163818E-2
6.048339844E3,2.122081752E-1
6.049804688E3,1.858594920E-1
6.051269531E3,1.644963443E-1
6.052734375E3,3.878355909E-1
6.054199219E3,1.462732018E-1
6.055664062E3,5.950096829E-1
6.057128906E3,2.786432379E-1
6.058593750E3,1.389967133E-1
6.060058594E3,1.069207999E-1
6.061523438E3,1.409591800E-1
6.062988281E3,1.019885669E-1
6.064453125E3,3.507515431E-1
6.065917969E3,2.423275942E-1
6.067382812E3,2.457110018E-1
6.068847656E3,1.310579360E-1
6.070312500E3,2.258426127E-1
6.071777344E3,2.258253569E-1
6.073242188E3,1.357780089E-1
6.074707031E3,2.790647234E-1
6.076171875E3,1.423411104E-1
6.077636719E3,2.861174995E-1
6.079101562E3,6.012740265E-2
6.080566406E3,1.372851629E-1
6.082031250E3,1.694365721E-1
6.083496094E3,9.701835849E-2
6.084960938E3,1.356949597E-1
6.086425781E3,8.494918249E-2
6.087890625E3,2.480335109E-1
6.089355469E3,4.196703447E-2
6.090820312E3,3.385321704E-1
6.092285156E3,3.434323902E-1
6.093750000E3,2.723507982E-1
6.095214844E3,2.601738394E-1
6.096679688E3,2.547567261E-1
6.098144531E3,3.303905464E-1
6.099609375E3,4.816597052E-1
6.101074219E3,3.307117596E-1
6.102539062E3,2.267822637E-1
6.104003906E3,4.380535070E-1
6.105468750E3,3.039696326E-1
6.106933594E3,3.035942054E-1
6.108398438E3,4.546735074E-1
6.109863281E3,1.894434195E-1
6.111328125E3,2.334821321E-1
6.112792969E3,3.015310979E-1
6.114257812E3,9.797170479E-2
6.115722656E3,2.645821277E-1
6.117187500E3,3.500803214E-1
6.118652344E3,3.152574878E-1
6.120117188E3,3.572457514E-1
6.121582031E3,3.711139373E-1
6.123046875E3,1.351303557E-1
6.124511719E3,3.786957973E-1
6.125976562E3,6.949758165E-1
6.127441406E3,4.927997735E-1
6.128906250E3,5.974848527E-1
6.130371094E3,4.092717607E-1
6.131835938E3,2.119481728E-1
6.133300781E3,4.896532457E-1
6.134765625E3,5.084135533E-1
6.136230469E3,4.017901357E-1
6.137695312E3,4.496691565E-1
6.139160156E3,2.939873103E-1
6.140625000E3,2.464888766E-1
6.142089844E3,4.051988307E-1
6.143554688E3,3.900042627E-1
6.145019531E3,2.434008850E-1
6.146484375E3,4.079176051E-2
6.147949219E3,2.226813169E-1
6.149414062E3,2.015939896E-1
6.150878906E3,7.494307689E-2
6.152343750E3,3.368509925E-1
6.153808594E3,2.757212368E-1
6.155273438E3,1.574166352E-1
6.156738281E3,2.707674057E-1
6.158203125E3,4.218637042E-1
6.159667969E3,1.091556706E-1
6.161132812E3,2.623944987E-1
6.162597656E3,1.150767837E-1
6.164062500E3,2.614792935E-1
6.165527344E3,1.975240901E-1
6.166992188E3,2.348848874E-1
6.168457031E3,3.261125681E-1
6.169921875E3,9.978114401E-2
6.171386719E3,3.044127249E-1
6.172851562E3,3.548353192E-1
6.174316406E3,3.154500897E-1
6.175781250E3,3.661419401E-1
6.177246094E3,2.750327244E-1
6.178710938E3,3.455179466E-1
6.180175781E3,1.564213910E-1
6.181640625E3,1.394453584E-1
6.183105469E3,2.469713441E-1
6.184570312E3,2.591692807E-1
6.186035156E3,1.793604601E-1
6.187500000E3,1.695904621E-1
6.188964844E3,3.472653972E-1
6.190429688E3,1.455174955E-1
6.191894531E3,1.894173930E-1
6.193359375E3,1.347780403E-1
6.194824219E3,2.719450176E-1
6.196289062E3,2.869815208E-1
6.197753906E3,2.429746322E-1
6.199218750E3,2.959958015E-1
6.200683594E3,2.574202442E-1
6.202148438E3,1.899167464E-1
6.203613281E3,2.175209492E-1
6.205078125E3,2.293283682E-2
6.206542969E3,2.663880296E-1
6.208007812E3,7.353174426E-2
6.209472656E3,1.066502602E-1
6.210937500E3,6.760256458E-2
6.212402344E3,2.644907896E-1
6.213867188E3,8.346768496E-2
6.215332031E3,2.162505481E-1
6.216796875E3,2.218656920E-1
6.218261719E3,3.071867983E-1
6.219726562E3,3.182999981E-1
6.221191406E3,2.829472940E-1
6.222656250E3,1.204717211E-1
6.224121094E3,1.043843241E-1
6.225585938E3,2.154506113E-1
6.227050781E3,2.539457010E-1
6.228515625E3,1.715733131E-1
6.229980469E3,2.424901194E-1
6.231445312E3,2.245066675E-1
6.232910156E3,2.986814378E-1
6.234375000E3,2.810223100E-1
6.235839844E3,2.897201258E-1
6.237304688E3,8.047574443E-2
6.238769531E3,1.080780197E-1
6.240234375E3,1.811025703E-1
6.241699219E3,3.704644902E-1
6.243164062E3,2.965199572E-1
6.244628906E3,3.322356828E-1
6.246093750E3,3.643278649E-1
6.247558594E3,2.499929727E-1
6.249023438E3,2.393131344E-1
6.250488281E3,2.253847612E-1
6.251953125E3,1.792223734E-1
6.253417969E3,2.418415567E-1
6.254882812E3,3.277304820E-1
6.256347656E3,1.572413655E-1
6.257812500E3,1.281752773E-1
6.259277344E3,8.383796241E-2
6.260742188E3,3.768800432E-1
6.262207031E3,2.799075325E-1
6.263671875E3,1.434490706E-1
6.265136719E3,5.819525825E-2
6.266601562E3,1.036125199E-1
6.268066406E3,3.072814415E-1
6.269531250E3,2.687819545E-1
6.270996094E3,1.775433176E-1
6.272460938E3,9.676037673E-2
6.273925781E3,2.471958435E-1
6.275390625E3,9.511278565E-2
6.276855469E3,1.443985529E-1
6.278320312E3,1.527227290E-1
6.279785156E3,2.020573858E-1
6.281250000E3,1.006712762E-1
6.282714844E3,5.034193553E-2
6.284179688E3,2.053229764E-1
6.285644531E3,1.660721434E-1
6.287109375E3,1.515659533E-1
6.288574219E3,2.701655000E-1
6.290039062E3,8.077862982E-2
6.291503906E3,7.806450419E-2
6.292968750E3,2.575534121E-1
6.294433594E3,2.946268914E-1
6.295898438E3,2.177961980E-1
6.297363281E3,3.923305357E-2
6.298828125E3,2.422359656E-1
6.300292969E3,1.037188704E-1
6.301757812E3,1.565123149E-1
6.303222656E3,3.735514952E-1
6.304687500E3,3.796299222E-1
6.306152344E3,3.263957045E-1
6.307617188E3,1.964029192E-1
6.309082031E3,1.633648872E-1
6.310546875E3,4.686680210E-1
6.312011719E3,4.810152248E-1
6.313476562E3,5.500942408E-1
6.314941406E3,8.267916824E-2
6.316406250E3,2.835825113E-1
6.317871094E3,3.606078468E-1
6.319335938E3,2.277923091E-1
6.320800781E3,5.282540923E-1
6.322265625E3,1.699725654E-1
6.323730469E3,1.909188756E-1
6.325195312E3,5.196144038E-1
6.326660156E3,3.151628157E-1
6.328125000E3,5.287692695E-1
6.329589844E3,3.062371698E-1
6.331054688E3,5.068264461E-1
6.332519531E3,3.459873441E-1
6.333984375E3,5.668844848E-1
6.335449219E3,3.642624887E-1
6.336914062E3,1.133487952E-1
6.338378906E3,2.800837908E-1
6.339843750E3,2.522332534E-1
6.341308594E3,4.353100669E-1
6.342773438E3,1.816292848E-1
6.344238281E3,4.794815568E-1
6.345703125E3,7.614669508E-2
6.347167969E3,3.810036285E-2
6.348632812E3,2.045865605E-1
6.350097656E3,1.062594521E-1
6.351562500E3,1.728092373E-1
6.353027344E3,2.123027409E-1
6.354492188E3,3.644584993E-1
6.355957031E3,1.631416965E-1
6.357421875E3,4.184144844E-1
6.358886719E3,2.407744912E-1
6.360351562E3,1.555843788E-1
6.361816406E3,8.907316622E-2
6.363281250E3,1.726626419E-1
6.364746094E3,5.050727460E-2
6.366210938E3,3.755051121E-2
6.367675781E3,1.374552780E-1
6.369140625E3,3.934454156E-1
6.370605469E3,4.609881281E-1
6.372070312E3,4.922852662E-1
6.373535156E3,3.544646574E-1
6.375000000E3,2.955439610E-1
6.376464844E3,3.343755125E-1
6.377929688E3,2.592197248E-1
6.379394531E3,2.611397038E-1
6.380859375E3,4.558328155E-1
6.382324219E3,2.841954928E-1
6.383789062E3,2.173129217E-1
6.385253906E3,2.891220127E-1
6.386718750E3,5.244579632E-1
6.388183594E3,5.435082791E-1
6.389648438E3,3.131536980E-1
6.391113281E3,2.870345551E-1
6.392578125E3,2.657597787E-1
6.394042969E3,4.439942856E-1
6.395507812E3,5.471720531E-1
6.396972656E3,6.009237528E-1
6.398437500E3,3.410062228E-1
6.399902344E3,1.665230258E-1
6.401367188E3,2.150184566E-1
6.402832031E3,2.472522214E-1
6.404296875E3,1.588254980E-1
6.405761719E3,4.921108487E-2
6.407226562E3,3.800789666E-1
6.408691406E3,3.236442092E-1
6.410156250E3,3.509653304E-1
6.411621094E3,3.581475865E-1
6.413085938E3,2.316225574E-1
6.414550781E3,3.899249173E-1
6.416015625E3,8.791219129E-2
6.417480469E3,1.665485231E-2
6.418945312E3,2.388003277E-1
6.420410156E3,1.325656317E-1
6.421875000E3,5.423066017E-1
6.423339844E3,9.743641255E-2
6.424804688E3,2.482035313E-1
6.426269531E3,2.409332491E-1
6.427734375E3,2.370607861E-1
6.429199219E3,2.623275179E-1
6.430664062E3,2.156528745E-1
6.432128906E3,1.121837105E-1
6.433593750E3,2.239422792E-1
6.435058594E3,2.578711814E-1
6.436523438E3,3.021035553E-1
6.437988281E3,2.370763422E-1
6.439453125E3,4.517791210E-2
6.440917969E3,3.017400612E-1
6.442382812E3,1.577589070E-1
6.443847656E3,4.791053027E-1
6.445312500E3,5.422382754E-2
6.446777344E3,3.168272047E-1
6.448242188E3,1.874159030E-1
6.449707031E3,1.349855608E-1
6.451171875E3,1.547186520E-1
6.452636719E3,2.358386340E-1
6.454101562E3,3.766130812E-1
6.455566406E3,8.063980259E-2
6.457031250E3,1.861787813E-1
6.458496094E3,2.495122837E-1
6.459960938E3,1.896421059E-2
6.461425781E3,7.022173848E-2
6.462890625E3,1.148491436E-1
6.464355469E3,7.885120960E-2
6.465820312E3,1.981584668E-1
6.467285156E3,1.410087004E-1
6.468750000E3,2.492620723E-1
6.470214844E3,1.541475607E-1
6.471679688E3,1.437628905E-1
6.473144531E3,1.909845526E-1
6.474609375E3,6.447117255E-2
6.476074219E3,1.208549657E-1
6.477539062E3,1.820874098E-1
6.479003906E3,8.587194860E-2
6.480468750E3,9.881704021E-2
6.481933594E3,1.533287321E-1
6.483398438E3,3.240397774E-2
6.484863281E3,4.589713574E-2
6.486328125E3,8.729372456E-2
6.487792969E3,8.102681272E-2
6.489257812E3,1.319884417E-1
6.490722656E3,7.062827901E-2
6.492187500E3,1.690966975E-1
6.493652344E3,1.685936523E-1
6.495117188E3,1.507523145E-1
6.496582031E3,1.529403022E-1
6.498046875E3,2.245957875E-1
6.499511719E3,1.926711097E-1
6.500976562E3,1.220373527E-1
6.502441406E3,1.957580945E-1
6.503906250E3,3.608266575E-1
6.505371094E3,1.268721612E-1
6.506835938E3,1.585208116E-1
6.508300781E3,1.108872647E-1
6.509765625E3,1.030382403E-1
6.511230469E3,2.635478321E-1
6.512695312E3,4.918607967E-2
6.514160156E3,2.199762270E-1
6.515625000E3,5.348753583E-2
6.517089844E3,5.134195501E-2
6.518554688E3,1.430765136E-1
6.520019531E3,3.134993504E-1
6.521484375E3,1.722967239E-1
6.522949219E3,1.389856399E-1
6.524414062E3,5.133537514E-2
6.525878906E3,3.198676176E-1
6.527343750E3,2.919397336E-1
6.528808594E3,1.975160702E-1
6.530273438E3,4.479816838E-1
6.531738281E3,2.346054743E-1
6.533203125E3,2.333162935E-1
6.534667969E3,2.643255154E-1
6.536132812E3,3.775146704E-1
6.537597656E3,2.804677348E-1
6.539062500E3,1.574081130E-1
6.540527344E3,1.726291479E-1
6.541992188E3,1.949122394E-1
6.543457031E3,4.931271190E-1
6.544921875E3,8.748398232E-2
6.546386719E3,3.178803026E-1
6.547851562E3,2.795699980E-1
6.549316406E3,2.747990465E-1
6.550781250E3,3.794501560E-1
6.552246094E3,1.177427892E-1
6.553710938E3,4.150897282E-1
6.555175781E3,2.034036762E-1
6.556640625E3,3.773917831E-1
6.558105469E3,1.021132391E-1
6.559570312E3,9.506136155E-2
6.561035156E3,9.735985417E-2
6.562500000E3,1.062246506E-1
6.563964844E3,3.588552945E-2
6.565429688E3,2.219907957E-1
6.566894531E3,1.398730111E-1
6.568359375E3,1.638732624E-1
6.569824219E3,2.262478436E-1
6.571289062E3,2.269220255E-1
6.572753906E3,1.917197259E-1
6.574218750E3,2.748566969E-1
6.575683594E3,2.079194727E-1
6.577148438E3,1.915806772E-1
6.578613281E3,2.511681966E-1
6.580078125E3,9.321959707E-2
6.581542969E3,7.020061198E-2
6.583007812E3,1.519603858E-1
6.584472656E3,1.801499204E-1
6.585937500E3,2.082148653E-1
6.587402344E3,3.001017336E-1
6.588867188E3,3.147887697E-1
6.590332031E3,3.121647740E-1
6.591796875E3,1.268063601E-1
6.593261719E3,1.935478276E-1
6.594726562E3,3.487484787E-2
6.596191406E3,1.096930088E-1
6.597656250E3,4.312548817E-2
6.599121094E3,2.508990954E-1
6.600585938E3,3.106450156E-1
6.602050781E3,3.322491397E-1
6.603515625E3,1.814975171E-1
6.604980469E3,1.658673022E-1
6.606445312E3,2.397058379E-1
6.607910156E3,2.912251394E-2
6.609375000E3,2.704759155E-1
6.610839844E3,3.426123231E-1
6.612304688E3,3.430780794E-1
6.613769531E3,3.447180013E-1
6.615234375E3,1.418723718E-1
6.616699219E3,1.678321077E-1
6.618164062E3,1.211422463E-1
6.619628906E3,9.715346136E-2
6.621093750E3,2.310477181E-1
6.622558594E3,1.025358548E-1
6.624023438E3,4.327087424E-2
6.625488281E3,7.086232005E-2
6.626953125E3,2.112687840E-1
6.628417969E3,1.288170094E-1
6.629882812E3,8.502116050E-2
6.631347656E3,9.468080301E-2
6.632812500E3,1.394546422E-1
6.634277344E3,3.081767769E-1
6.635742188E3,3.512899677E-1
6.637207031E3,3.688398855E-1
6.638671875E3,2.993422245E-1
6.640136719E3,1.945461330E-1
6.641601562E3,4.105719838E-1
6.643066406E3,2.893045691E-1
6.644531250E3,1.800300582E-1
6.645996094E3,2.226287223E-1
6.647460938E3,1.307937042E-1
6.648925781E3,1.083776152E-1
6.650390625E3,1.438196394E-1
6.651855469E3,8.778139352E-2
6.653320312E3,1.394163717E-1
6.654785156E3,2.839914730E-1
6.656250000E3,1.994470344E-1
6.657714844E3,3.424135533E-1
6.659179688E3,1.531047323E-1
6.660644531E3,3.714035375E-1
6.662109375E3,5.911719949E-2
6.663574219E3,3.358852984E-1
6.665039062E3,1.697211828E-1
6.666503906E3,4.278065927E-1
6.667968750E3,2.376379178E-1
6.669433594E3,1.206957819E-1
6.670898438E3,3.243936727E-1
6.672363281E3,3.766996275E-1
6.673828125E3,2.008911964E-1
6.675292969E3,1.043442562E-1
6.676757812E3,1.318347490E-1
6.678222656E3,1.416377716E-1
6.679687500E3,2.161893969E-1
6.681152344E3,2.383376945E-1
6.682617188E3,4.828172343E-1
6.684082031E3,2.692822501E-1
6.685546875E3,1.145353062E-1
6.687011719E3,4.286630626E-2
6.688476562E3,1.601948110E-1
6.689941406E3,1.684884373E-1
6.691406250E3,2.116412528E-1
6.692871094E3,8.538841828E-2
6.694335938E3,2.169721519E-1
6.695800781E3,2.469607758E-1
6.697265625E3,8.262019977E-2
6.698730469E3,2.138828602E-1
6.700195312E3,2.269189669E-1
6.701660156E3,2.418974118E-1
6.703125000E3,1.993337669E-1
6.704589844E3,2.833241396E-1
6.706054688E3,1.286620957E-1
6.707519531E3,1.918375651E-1
6.708984375E3,1.824632556E-1
6.710449219E3,2.835960784E-1
6.711914062E3,2.014760684E-1
6.713378906E3,2.367663848E-1
6.714843750E3,2.927897946E-1
6.716308594E3,3.031004456E-1
6.717773438E3,4.876891896E-1
6.719238281E3,4.865288054E-1
6.720703125E3,3.962965913E-1
6.722167969E3,3.997633837E-1
6.723632812E3,2.146882067E-1
6.725097656E3,3.602437553E-1
6.726562500E3,3.315784825E-1
6.728027344E3,3.393887343E-1
6.729492188E3,1.455417215E-1
6.730957031E3,1.596289392E-1
6.732421875E3,3.341361132E-1
6.733886719E3,1.420053414E-1
6.735351562E3,3.566087200E-1
6.736816406E3,3.318799493E-1
6.738281250E3,2.260184035E-1
6.739746094E3,2.486386939E-1
6.741210938E3,1.964479510E-1
6.742675781E3,1.191548837E-1
6.744140625E3,2.791256769E-1
6.745605469E3,1.352934268E-1
6.747070312E3,1.849246036E-1
6.748535156E3,7.237070552E-2
6.750000000E3,5.472219716E-2
6.751464844E3,2.119311114E-1
6.752929688E3,5.622885375E-2
6.754394531E3,2.507722015E-1
6.755859375E3,8.429048656E-2
6.757324219E3,2.423008419E-1
6.758789062E3,2.403053119E-1
6.760253906E3,2.239216785E-1
6.761718750E3,3.604030989E-1
6.763183594E3,3.004050777E-1
6.764648438E3,8.524913070E-2
6.766113281E3,1.559068603E-1
6.767578125E3,1.593850330E-1
6.769042969E3,3.862970890E-1
6.770507812E3,1.628918012E-1
6.771972656E3,1.335021696E-1
6.773437500E3,2.800929194E-1
6.774902344E3,2.192290597E-1
6.776367188E3,1.077685076E-1
6.777832031E3,2.427451177E-1
6.779296875E3,2.603097310E-1
6.780761719E3,2.824275093E-1
6.782226562E3,2.560989018E-1
6.783691406E3,1.003201910E-2
6.785156250E3,1.622508680E-1
6.786621094E3,9.645751525E-2
6.788085938E3,5.751928401E-2
6.789550781E3,1.048884236E-1
6.791015625E3,1.739594832E-1
6.792480469E3,2.293374488E-1
6.793945312E3,3.644160288E-1
6.795410156E3,2.275301963E-1
6.796875000E3,1.527807925E-1
6.798339844E3,6.427050493E-2
6.799804688E3,1.576396621E-1
6.801269531E3,2.168846442E-1
6.802734375E3,9.482846565E-2
6.804199219E3,3.499777773E-1
6.805664062E3,3.461023195E-1
6.807128906E3,1.389169537E-1
6.808593750E3,1.430774302E-1
6.810058594E3,3.004119302E-1
6.811523438E3,1.899541503E-1
6.812988281E3,2.752180109E-1
6.814453125E3,1.082025044E-1
6.815917969E3,2.125477988E-1
6.817382812E3,8.597984117E-2
6.818847656E3,6.144487160E-2
6.820312500E3,6.025967088E-2
6.821777344E3,2.891849475E-1
6.823242188E3,2.679174422E-1
6.824707031E3,1.736010787E-1
6.826171875E3,2.400240378E-1
6.827636719E3,3.799874359E-1
6.829101562E3,3.221364193E-1
6.830566406E3,2.563524518E-1
6.832031250E3,3.549821335E-1
6.833496094E3,2.145802172E-1
6.834960938E3,7.705352475E-2
6.836425781E3,8.336333170E-2
6.837890625E3,2.117580486E-1
6.839355469E3,1.846043487E-1
6.840820312E3,2.561988286E-1
6.842285156E3,1.310217136E-1
6.843750000E3,2.477609962E-1
6.845214844E3,1.653102480E-1
6.846679688E3,3.631133279E-1
6.848144531E3,3.147540709E-1
6.849609375E3,1.712156289E-1
6.851074219E3,2.003366971E-1
6.852539062E3,3.637089585E-1
6.854003906E3,3.721043154E-1
6.855468750E3,1.532996104E-1
6.856933594E3,1.477943169E-1
6.858398438E3,8.691471568E-2
6.859863281E3,1.169405353E-1
6.861328125E3,1.322110527E-1
6.862792969E3,4.830034899E-2
6.864257812E3,1.073054445E-1
6.865722656E3,9.103839132E-2
6.867187500E3,1.864622673E-1
6.868652344E3,1.843145161E-1
6.870117188E3,2.908037910E-1
6.871582031E3,1.279319485E-1
6.873046875E3,8.340250095E-2
6.874511719E3,1.803860132E-1
6.875976562E3,1.140499086E-1
6.877441406E3,8.561397367E-2
6.878906250E3,1.434450060E-1
6.880371094E3,2.398768134E-1
6.881835938E3,4.099286751E-1
6.883300781E3,1.893538105E-1
6.884765625E3,4.769885538E-1
6.886230469E3,2.998345253E-1
6.887695312E3,2.434771223E-1
6.889160156E3,1.236039471E-1
6.890625000E3,1.090287146E-1
6.892089844E3,1.693960970E-2
6.893554688E3,1.316380550E-1
6.895019531E3,3.007754398E-1
6.896484375E3,2.239482795E-1
6.897949219E3,1.644301976E-1
6.899414062E3,2.294224176E-1
6.900878906E3,1.872178850E-1
6.902343750E3,1.011900766E-1
6.903808594E3,1.082745973E-1
6.905273438E3,3.705934972E-1
6.906738281E3,1.824271695E-1
6.908203125E3,5.154084986E-1
6.909667969E3,3.195358189E-1
6.911132812E3,1.915806207E-1
6.912597656E3,3.740517543E-1
6.914062500E3,5.012778269E-1
6.915527344E3,3.334503830E-1
6.916992188E3,1.864781046E-1
6.918457031E3,4.650757603E-2
6.919921875E3,2.507171758E-1
6.921386719E3,1.610618960E-1
6.922851562E3,3.275517252E-1
6.924316406E3,5.381845590E-2
6.925781250E3,1.629463641E-1
6.927246094E3,1.156336551E-1
6.928710938E3,1.837731395E-1
6.930175781E3,1.663885097E-1
6.931640625E3,2.818859106E-1
6.933105469E3,2.254193888E-1
6.934570312E3,4.440719950E-1
6.936035156E3,1.992565922E-1
6.937500000E3,3.056601594E-1
6.938964844E3,1.808262803E-1
6.940429688E3,3.587240196E-1
6.941894531E3,2.096037949E-1
6.943359375E3,2.412905720E-1
6.944824219E3,2.357702936E-1
6.946289062E3,1.664486647E-1
6.947753906E3,1.199631649E-1
6.949218750E3,1.243945528E-1
6.950683594E3,1.516141559E-1
6.952148438E3,4.206327858E-2
6.953613281E3,1.760447320E-1
6.955078125E3,3.318441892E-2
6.956542969E3,2.259470349E-1
6.958007812E3,1.427231805E-1
6.959472656E3,1.056874749E-1
6.960937500E3,1.200507001E-1
6.962402344E3,2.130288144E-1
6.963867188E3,2.976965111E-1
6.965332031E3,4.211509422E-1
6.966796875E3,4.917502559E-2
6.968261719E3,2.537272322E-1
6.969726562E3,1.318438845E-1
6.971191406E3,1.738932362E-2
6.972656250E3,1.465025456E-1
6.974121094E3,1.486498970E-1
6.975585938E3,2.125698500E-1
6.977050781E3,7.952001885E-2
6.978515625E3,1.838886335E-1
6.979980469E3,1.658072061E-1
6.981445312E3,2.074293494E-1
6.982910156E3,8.449945186E-2
6.984375000E3,1.784295946E-1
6.985839844E3,2.933781857E-1
6.987304688E3,1.586487656E-1
6.988769531E3,1.483119941E-1
6.990234375E3,2.194271055E-1
6.991699219E3,7.015659345E-2
6.993164062E3,1.539621907E-1
6.994628906E3,2.985863450E-1
6.996093750E3,1.200841582E-1
6.997558594E3,1.753627489E-1
6.999023438E3,1.649637630E-1
7.000488281E3,4.658566609E-2
7.001953125E3,2.124251724E-1
7.003417969E3,4.022206651E-2
7.004882812E3,2.745473722E-1
7.006347656E3,2.073572992E-1
7.007812500E3,3.738488594E-1
7.009277344E3,1.462816515E-1
7.010742188E3,1.257808814E-1
7.012207031E3,2.564602387E-1
7.013671875E3,4.760710026E-1
7.015136719E3,4.251474544E-1
7.016601562E3,3.939024470E-1
7.018066406E3,3.497410529E-1
7.019531250E3,1.585422277E-1
7.020996094E3,1.414994518E-1
7.022460938E3,1.853108262E-1
7.023925781E3,9.462695626E-2
7.025390625E3,6.812832640E-2
7.026855469E3,1.258379217E-1
7.028320312E3,1.040977012E-1
7.029785156E3,7.609406945E-2
7.031250000E3,1.731635768E-1
7.032714844E3,1.434278105E-1
7.034179688E3,1.754883510E-1
7.035644531E3,2.574894345E-1
7.037109375E3,1.777418860E-1
7.038574219E3,4.494545732E-2
7.040039062E3,1.498658585E-1
7.041503906E3,2.730911334E-2
7.042968750E3,2.464404294E-1
7.044433594E3,1.768729431E-1
7.045898438E3,1.016990036E-1
7.047363281E3,2.656311868E-1
7.048828125E3,2.769351709E-1
7.050292969E3,2.049602184E-1
7.051757812E3,3.831697596E-1
7.053222656E3,3.917158178E-2
7.054687500E3,2.469278819E-1
7.056152344E3,2.322995743E-1
7.057617188E3,2.590593190E-1
