"Time (s)","Recording (a.u.)"
6.003125000E-1,-1.281738281E-3
6.003333333E-1,-7.629394531E-4
6.003541667E-1,-2.410888672E-3
6.003750000E-1,-4.882812500E-4
6.003958333E-1,-4.302978516E-3
6.004166667E-1,-3.021240234E-3
6.004375000E-1,-1.251220703E-3
6.004583333E-1,-4.791259766E-3
6.004791667E-1,3.051757812E-5
6.005000000E-1,-3.814697266E-3
6.005208333E-1,-1.586914062E-3
6.005416667E-1,-2.685546875E-3
6.005625000E-1,-3.662109375E-3
6.005833333E-1,-3.448486328E-3
6.006041667E-1,-3.906250000E-3
6.006250000E-1,1.678466797E-3
6.006458333E-1,-4.150390625E-3
6.006666667E-1,-1.159667969E-3
6.006875000E-1,-7.324218750E-4
6.007083333E-1,-1.220703125E-3
6.007291667E-1,-1.983642578E-3
6.007500000E-1,-2.044677734E-3
6.007708333E-1,1.464843750E-3
6.007916667E-1,-5.798339844E-4
6.008125000E-1,1.220703125E-4
6.008333333E-1,-3.509521484E-3
6.008541667E-1,1.037597656E-3
6.008750000E-1,-1.983642578E-3
6.008958333E-1,-8.850097656E-4
6.009166667E-1,2.410888672E-3
6.009375000E-1,-3.936767578E-3
6.009583333E-1,-1.220703125E-4
6.009791667E-1,-1.220703125E-4
6.010000000E-1,-1.251220703E-3
6.010208333E-1,-1.464843750E-3
6.010416667E-1,-5.493164062E-4
6.010625000E-1,1.586914062E-3
6.010833333E-1,-7.934570312E-4
6.011041667E-1,-1.831054688E-3
6.011250000E-1,-4.577636719E-4
6.011458333E-1,7.324218750E-4
6.011666667E-1,3.662109375E-3
6.011875000E-1,-6.103515625E-5
6.012083333E-1,4.882812500E-4
6.012291667E-1,1.434326172E-3
6.012500000E-1,-6.713867188E-4
6.012708333E-1,8.239746094E-4
6.012916667E-1,1.098632812E-3
6.013125000E-1,1.312255859E-3
6.013333333E-1,5.493164062E-4
6.013541667E-1,1.373291016E-3
6.013750000E-1,2.746582031E-4
6.013958333E-1,2.105712891E-3
6.014166667E-1,-1.892089844E-3
6.014375000E-1,6.408691406E-4
6.014583333E-1,9.765625000E-4
6.014791667E-1,-6.408691406E-4
6.015000000E-1,1.861572266E-3
6.015208333E-1,2.441406250E-4
6.015416667E-1,1.739501953E-3
6.015625000E-1,-9.765625000E-4
6.015833333E-1,4.577636719E-4
6.016041667E-1,3.051757812E-5
6.016250000E-1,-2.441406250E-4
6.016458333E-1,3.051757812E-5
6.016666667E-1,-1.220703125E-3
6.016875000E-1,-6.103515625E-5
6.017083333E-1,-4.882812500E-4
6.017291667E-1,2.136230469E-4
6.017500000E-1,-9.155273438E-4
6.017708333E-1,2.746582031E-4
6.017916667E-1,-1.190185547E-3
6.018125000E-1,-6.103515625E-5
6.018333333E-1,-1.220703125E-3
6.018541667E-1,-4.425048828E-3
6.018750000E-1,1.373291016E-3
6.018958333E-1,-7.019042969E-4
6.019166667E-1,-6.103515625E-5
6.019375000E-1,1.159667969E-3
6.019583333E-1,-1.007080078E-3
6.019791667E-1,1.861572266E-3
6.020000000E-1,-1.953125000E-3
6.020208333E-1,-5.493164062E-4
6.020416667E-1,1.831054688E-4
6.020625000E-1,-3.662109375E-4
6.020833333E-1,1.007080078E-3
6.021041667E-1,1.129150391E-3
6.021250000E-1,1.647949219E-3
6.021458333E-1,3.967285156E-4
6.021666667E-1,1.831054688E-3
6.021875000E-1,3.051757812E-4
6.022083333E-1,-4.577636719E-4
6.022291667E-1,-3.662109375E-4
6.022500000E-1,-6.408691406E-4
6.022708333E-1,-1.892089844E-3
6.022916667E-1,-1.525878906E-3
6.023125000E-1,4.882812500E-4
6.023333333E-1,-1.708984375E-3
6.023541667E-1,-1.647949219E-3
6.023750000E-1,-3.662109375E-4
6.023958333E-1,-1.586914062E-3
6.024166667E-1,-3.082275391E-3
6.024375000E-1,-2.075195312E-3
6.024583333E-1,-2.136230469E-4
6.024791667E-1,-5.798339844E-4
6.025000000E-1,-2.349853516E-3
6.025208333E-1,9.155273438E-5
6.025416667E-1,7.019042969E-4
6.025625000E-1,-1.312255859E-3
6.025833333E-1,-1.037597656E-3
6.026041667E-1,-3.051757812E-4
6.026250000E-1,-6.713867188E-4
6.026458333E-1,-1.342773438E-3
6.026666667E-1,6.103515625E-5
6.026875000E-1,-1.007080078E-3
6.027083333E-1,-3.356933594E-4
6.027291667E-1,-2.655029297E-3
6.027500000E-1,-8.544921875E-4
6.027708333E-1,-1.312255859E-3
6.027916667E-1,-2.502441406E-3
6.028125000E-1,1.831054688E-4
6.028333333E-1,-1.159667969E-3
6.028541667E-1,6.103515625E-4
6.028750000E-1,-9.155273438E-5
6.028958333E-1,1.708984375E-3
6.029166667E-1,-1.342773438E-3
6.029375000E-1,-2.746582031E-4
6.029583333E-1,1.190185547E-3
6.029791667E-1,-1.800537109E-3
6.030000000E-1,5.798339844E-4
6.030208333E-1,-1.525878906E-4
6.030416667E-1,6.103515625E-4
6.030625000E-1,-9.765625000E-4
6.030833333E-1,2.166748047E-3
6.031041667E-1,4.577636719E-4
6.031250000E-1,7.019042969E-4
6.031458333E-1,5.371093750E-3
6.031666667E-1,-2.319335938E-3
6.031875000E-1,4.547119141E-3
6.032083333E-1,2.288818359E-3
6.032291667E-1,-1.281738281E-3
6.032500000E-1,3.265380859E-3
6.032708333E-1,3.356933594E-4
6.032916667E-1,4.272460938E-3
6.033125000E-1,1.403808594E-3
6.033333333E-1,3.082275391E-3
6.033541667E-1,2.319335938E-3
6.033750000E-1,1.007080078E-3
6.033958333E-1,3.601074219E-3
6.034166667E-1,5.798339844E-4
6.034375000E-1,1.617431641E-3
6.034583333E-1,2.105712891E-3
6.034791667E-1,2.563476562E-3
6.035000000E-1,-4.882812500E-4
6.035208333E-1,3.662109375E-4
6.035416667E-1,1.495361328E-3
6.035625000E-1,1.068115234E-3
6.035833333E-1,9.460449219E-4
6.036041667E-1,2.502441406E-3
6.036250000E-1,2.136230469E-3
6.036458333E-1,-1.373291016E-3
6.036666667E-1,2.105712891E-3
6.036875000E-1,-2.502441406E-3
6.037083333E-1,1.220703125E-4
6.037291667E-1,1.434326172E-3
6.037500000E-1,-2.288818359E-3
6.037708333E-1,1.190185547E-3
6.037916667E-1,1.831054688E-4
6.038125000E-1,-9.155273438E-4
6.038333333E-1,-2.258300781E-3
6.038541667E-1,1.159667969E-3
6.038750000E-1,9.155273438E-5
6.038958333E-1,-3.967285156E-4
6.039166667E-1,-4.882812500E-4
6.039375000E-1,1.190185547E-3
6.039583333E-1,-1.190185547E-3
6.039791667E-1,-3.112792969E-3
6.040000000E-1,3.387451172E-3
6.040208333E-1,-3.753662109E-3
6.040416667E-1,-1.251220703E-3
6.040625000E-1,4.577636719E-4
6.040833333E-1,-2.868652344E-3
6.041041667E-1,8.850097656E-4
6.041250000E-1,4.272460938E-4
6.041458333E-1,-9.155273438E-4
6.041666667E-1,-1.312255859E-3
6.041875000E-1,-9.155273438E-5
6.042083333E-1,3.356933594E-4
6.042291667E-1,-9.765625000E-4
6.042500000E-1,1.831054688E-3
6.042708333E-1,1.617431641E-3
6.042916667E-1,-1.831054688E-4
6.043125000E-1,8.850097656E-4
6.043333333E-1,1.098632812E-3
6.043541667E-1,8.239746094E-4
6.043750000E-1,9.460449219E-4
6.043958333E-1,1.831054688E-3
6.044166667E-1,-2.593994141E-3
6.044375000E-1,1.525878906E-3
6.044583333E-1,7.019042969E-4
6.044791667E-1,-1.770019531E-3
6.045000000E-1,3.051757812E-4
6.045208333E-1,2.746582031E-4
6.045416667E-1,6.408691406E-4
6.045625000E-1,-2.288818359E-3
6.045833333E-1,3.356933594E-4
6.046041667E-1,-2.044677734E-3
6.046250000E-1,7.324218750E-4
6.046458333E-1,-7.629394531E-4
6.046666667E-1,-5.187988281E-4
6.046875000E-1,1.068115234E-3
6.047083333E-1,-2.075195312E-3
6.047291667E-1,1.098632812E-3
6.047500000E-1,-3.692626953E-3
6.047708333E-1,-5.187988281E-4
6.047916667E-1,-2.105712891E-3
6.048125000E-1,-1.464843750E-3
6.048333333E-1,1.129150391E-3
6.048541667E-1,-1.373291016E-3
6.048750000E-1,3.967285156E-4
6.048958333E-1,-2.075195312E-3
6.049166667E-1,-8.850097656E-4
6.049375000E-1,-7.934570312E-4
6.049583333E-1,-2.136230469E-4
6.049791667E-1,-1.159667969E-3
6.050000000E-1,-2.166748047E-3
6.050208333E-1,1.525878906E-4
6.050416667E-1,-1.525878906E-4
6.050625000E-1,-2.563476562E-3
6.050833333E-1,1.251220703E-3
6.051041667E-1,-1.831054688E-3
6.051250000E-1,-1.800537109E-3
6.051458333E-1,9.155273438E-4
6.051666667E-1,-3.021240234E-3
6.051875000E-1,-2.746582031E-3
6.052083333E-1,-2.227783203E-3
6.052291667E-1,-3.967285156E-4
6.052500000E-1,-1.831054688E-3
6.052708333E-1,-4.272460938E-4
6.052916667E-1,-7.324218750E-4
6.053125000E-1,-3.356933594E-4
6.053333333E-1,9.155273438E-5
6.053541667E-1,-5.187988281E-4
6.053750000E-1,-2.410888672E-3
6.053958333E-1,-9.155273438E-4
6.054166667E-1,8.544921875E-4
6.054375000E-1,-6.713867188E-4
6.054583333E-1,1.831054688E-4
6.054791667E-1,1.525878906E-3
6.055000000E-1,1.007080078E-3
6.055208333E-1,-3.051757812E-5
6.055416667E-1,1.678466797E-3
6.055625000E-1,-1.007080078E-3
6.055833333E-1,2.258300781E-3
6.056041667E-1,-4.577636719E-4
6.056250000E-1,4.577636719E-4
6.056458333E-1,1.892089844E-3
6.056666667E-1,-5.493164062E-4
6.056875000E-1,2.593994141E-3
6.057083333E-1,-1.495361328E-3
6.057291667E-1,1.129150391E-3
6.057500000E-1,1.342773438E-3
6.057708333E-1,1.586914062E-3
6.057916667E-1,1.556396484E-3
6.058125000E-1,1.403808594E-3
6.058333333E-1,2.532958984E-3
6.058541667E-1,0.000000000E0
6.058750000E-1,1.129150391E-3
6.058958333E-1,-6.103515625E-5
6.059166667E-1,1.708984375E-3
6.059375000E-1,2.227783203E-3
6.059583333E-1,1.037597656E-3
6.059791667E-1,4.730224609E-3
6.060000000E-1,1.098632812E-3
6.060208333E-1,3.234863281E-3
6.060416667E-1,1.953125000E-3
6.060625000E-1,1.190185547E-3
6.060833333E-1,1.953125000E-3
6.061041667E-1,-1.342773438E-3
6.061250000E-1,4.058837891E-3
6.061458333E-1,-1.220703125E-3
6.061666667E-1,1.403808594E-3
6.061875000E-1,1.983642578E-3
6.062083333E-1,-8.239746094E-4
6.062291667E-1,4.302978516E-3
6.062500000E-1,2.655029297E-3
6.062708333E-1,1.281738281E-3
6.062916667E-1,-1.220703125E-4
6.063125000E-1,5.493164062E-4
6.063333333E-1,-7.629394531E-4
6.063541667E-1,1.159667969E-3
6.063750000E-1,3.570556641E-3
6.063958333E-1,-1.739501953E-3
6.064166667E-1,3.631591797E-3
6.064375000E-1,4.882812500E-4
6.064583333E-1,-3.662109375E-4
6.064791667E-1,1.770019531E-3
6.065000000E-1,-7.934570312E-4
6.065208333E-1,1.617431641E-3
6.065416667E-1,-2.502441406E-3
6.065625000E-1,2.044677734E-3
6.065833333E-1,-1.312255859E-3
6.066041667E-1,-1.342773438E-3
6.066250000E-1,-7.019042969E-4
6.066458333E-1,-2.075195312E-3
6.066666667E-1,-7.629394531E-4
6.066875000E-1,-4.913330078E-3
6.067083333E-1,-2.746582031E-4
6.067291667E-1,-1.342773438E-3
6.067500000E-1,-1.678466797E-3
6.067708333E-1,-5.798339844E-4
6.067916667E-1,-4.272460938E-4
6.068125000E-1,-9.155273438E-5
6.068333333E-1,-3.936767578E-3
6.068541667E-1,-1.342773438E-3
6.068750000E-1,-1.464843750E-3
6.068958333E-1,-3.356933594E-4
6.069166667E-1,1.403808594E-3
6.069375000E-1,-1.495361328E-3
6.069583333E-1,1.373291016E-3
6.069791667E-1,-1.342773438E-3
6.070000000E-1,-1.220703125E-3
6.070208333E-1,-2.441406250E-3
6.070416667E-1,-2.685546875E-3
6.070625000E-1,-2.838134766E-3
6.070833333E-1,-3.356933594E-3
6.071041667E-1,1.220703125E-4
6.071250000E-1,-1.495361328E-3
6.071458333E-1,1.556396484E-3
6.071666667E-1,7.019042969E-4
6.071875000E-1,-1.312255859E-3
6.072083333E-1,-1.434326172E-3
6.072291667E-1,-2.777099609E-3
6.072500000E-1,-6.408691406E-4
6.072708333E-1,-5.798339844E-4
6.072916667E-1,-3.662109375E-4
6.073125000E-1,-2.136230469E-3
6.073333333E-1,6.103515625E-5
6.073541667E-1,8.544921875E-4
6.073750000E-1,-2.929687500E-3
6.073958333E-1,2.044677734E-3
6.074166667E-1,-2.960205078E-3
6.074375000E-1,-1.220703125E-3
6.074583333E-1,-1.983642578E-3
6.074791667E-1,-2.899169922E-3
6.075000000E-1,-1.617431641E-3
6.075208333E-1,-1.525878906E-3
6.075416667E-1,1.037597656E-3
6.075625000E-1,-3.021240234E-3
6.075833333E-1,8.239746094E-4
6.076041667E-1,-2.380371094E-3
6.076250000E-1,-3.540039062E-3
6.076458333E-1,4.272460938E-4
6.076666667E-1,-1.678466797E-3
6.076875000E-1,-3.051757812E-3
6.077083333E-1,-2.624511719E-3
6.077291667E-1,-3.662109375E-4
6.077500000E-1,-1.098632812E-3
6.077708333E-1,-4.058837891E-3
6.077916667E-1,1.159667969E-3
6.078125000E-1,-3.173828125E-3
6.078333333E-1,-4.211425781E-3
6.078541667E-1,-3.326416016E-3
6.078750000E-1,-3.204345703E-3
6.078958333E-1,-3.356933594E-4
6.079166667E-1,-3.234863281E-3
6.079375000E-1,-1.525878906E-3
6.079583333E-1,-2.746582031E-3
6.079791667E-1,-3.082275391E-3
6.080000000E-1,-2.044677734E-3
6.080208333E-1,-1.831054688E-3
6.080416667E-1,-1.647949219E-3
6.080625000E-1,6.408691406E-4
6.080833333E-1,-3.265380859E-3
6.081041667E-1,6.103515625E-4
6.081250000E-1,4.272460938E-4
6.081458333E-1,-5.126953125E-3
6.081666667E-1,1.068115234E-3
6.081875000E-1,8.544921875E-4
6.082083333E-1,1.220703125E-3
6.082291667E-1,1.556396484E-3
6.082500000E-1,1.434326172E-3
6.082708333E-1,1.983642578E-3
6.082916667E-1,9.155273438E-5
6.083125000E-1,2.105712891E-3
6.083333333E-1,1.770019531E-3
6.083541667E-1,-2.136230469E-4
6.083750000E-1,1.617431641E-3
6.083958333E-1,5.798339844E-4
6.084166667E-1,2.319335938E-3
6.084375000E-1,1.892089844E-3
6.084583333E-1,3.112792969E-3
6.084791667E-1,4.180908203E-3
6.085000000E-1,1.831054688E-3
6.085208333E-1,3.417968750E-3
6.085416667E-1,3.662109375E-4
6.085625000E-1,2.868652344E-3
6.085833333E-1,3.723144531E-3
6.086041667E-1,2.105712891E-3
6.086250000E-1,4.302978516E-3
6.086458333E-1,1.892089844E-3
6.086666667E-1,3.295898438E-3
6.086875000E-1,4.882812500E-4
6.087083333E-1,4.974365234E-3
6.087291667E-1,3.479003906E-3
6.087500000E-1,2.319335938E-3
6.087708333E-1,4.486083984E-3
6.087916667E-1,3.509521484E-3
6.088125000E-1,5.859375000E-3
6.088333333E-1,1.678466797E-3
6.088541667E-1,5.218505859E-3
6.088750000E-1,3.723144531E-3
6.088958333E-1,3.570556641E-3
6.089166667E-1,3.082275391E-3
6.089375000E-1,1.037597656E-3
6.089583333E-1,5.554199219E-3
6.089791667E-1,2.410888672E-3
6.090000000E-1,3.051757812E-5
6.090208333E-1,3.387451172E-3
6.090416667E-1,3.082275391E-3
6.090625000E-1,2.380371094E-3
6.090833333E-1,6.744384766E-3
6.091041667E-1,2.319335938E-3
6.091250000E-1,2.410888672E-3
6.091458333E-1,5.615234375E-3
6.091666667E-1,4.272460938E-4
6.091875000E-1,3.356933594E-3
6.092083333E-1,3.234863281E-3
6.092291667E-1,1.373291016E-3
6.092500000E-1,3.784179688E-3
6.092708333E-1,2.532958984E-3
6.092916667E-1,2.197265625E-3
6.093125000E-1,1.251220703E-3
6.093333333E-1,2.990722656E-3
6.093541667E-1,3.662109375E-4
6.093750000E-1,-8.850097656E-4
6.093958333E-1,3.906250000E-3
6.094166667E-1,-9.155273438E-5
6.094375000E-1,2.105712891E-3
6.094583333E-1,2.716064453E-3
6.094791667E-1,-1.129150391E-3
6.095000000E-1,2.319335938E-3
6.095208333E-1,2.044677734E-3
6.095416667E-1,1.220703125E-4
6.095625000E-1,2.532958984E-3
6.095833333E-1,-7.629394531E-4
6.096041667E-1,-1.159667969E-3
6.096250000E-1,-5.798339844E-4
6.096458333E-1,-1.647949219E-3
6.096666667E-1,-1.098632812E-3
6.096875000E-1,-1.647949219E-3
6.097083333E-1,2.441406250E-4
6.097291667E-1,-2.227783203E-3
6.097500000E-1,1.831054688E-4
6.097708333E-1,-1.129150391E-3
6.097916667E-1,-2.502441406E-3
6.098125000E-1,-2.349853516E-3
6.098333333E-1,-5.615234375E-3
6.098541667E-1,-2.532958984E-3
6.098750000E-1,-2.899169922E-3
6.098958333E-1,-3.692626953E-3
6.099166667E-1,-4.547119141E-3
6.099375000E-1,-3.295898438E-3
6.099583333E-1,-3.387451172E-3
6.099791667E-1,-5.249023438E-3
6.100000000E-1,-1.312255859E-3
6.100208333E-1,-1.342773438E-3
6.100416667E-1,-1.464843750E-3
6.100625000E-1,-1.953125000E-3
6.100833333E-1,-1.098632812E-3
6.101041667E-1,-2.319335938E-3
6.101250000E-1,-3.540039062E-3
6.101458333E-1,-1.770019531E-3
6.101666667E-1,-5.096435547E-3
6.101875000E-1,-4.791259766E-3
6.102083333E-1,-1.586914062E-3
6.102291667E-1,-8.239746094E-4
6.102500000E-1,4.577636719E-4
6.102708333E-1,-1.556396484E-3
6.102916667E-1,9.155273438E-5
6.103125000E-1,-8.239746094E-4
6.103333333E-1,-1.464843750E-3
6.103541667E-1,-2.288818359E-3
6.103750000E-1,-2.258300781E-3
6.103958333E-1,8.850097656E-4
6.104166667E-1,-3.479003906E-3
6.104375000E-1,-1.403808594E-3
6.104583333E-1,-3.631591797E-3
6.104791667E-1,-2.288818359E-3
6.105000000E-1,-1.220703125E-3
6.105208333E-1,-1.983642578E-3
6.105416667E-1,-2.136230469E-4
6.105625000E-1,-3.875732422E-3
6.105833333E-1,-9.155273438E-5
6.106041667E-1,-3.662109375E-4
6.106250000E-1,-1.220703125E-3
6.106458333E-1,-1.586914062E-3
6.106666667E-1,1.831054688E-4
6.106875000E-1,1.831054688E-4
6.107083333E-1,-2.685546875E-3
6.107291667E-1,9.155273438E-4
6.107500000E-1,-2.258300781E-3
6.107708333E-1,-1.342773438E-3
6.107916667E-1,-1.678466797E-3
6.108125000E-1,-1.342773438E-3
6.108333333E-1,7.934570312E-4
6.108541667E-1,-3.173828125E-3
6.108750000E-1,8.544921875E-4
6.108958333E-1,4.577636719E-4
6.109166667E-1,-2.166748047E-3
6.109375000E-1,-7.019042969E-4
6.109583333E-1,-1.739501953E-3
6.109791667E-1,1.831054688E-4
6.110000000E-1,-2.807617188E-3
6.110208333E-1,1.373291016E-3
6.110416667E-1,1.007080078E-3
6.110625000E-1,-3.265380859E-3
6.110833333E-1,2.136230469E-4
6.111041667E-1,-8.239746094E-4
6.111250000E-1,1.525878906E-4
6.111458333E-1,-2.166748047E-3
6.111666667E-1,2.899169922E-3
6.111875000E-1,3.051757812E-4
6.112083333E-1,-7.934570312E-4
6.112291667E-1,3.204345703E-3
6.112500000E-1,-7.019042969E-4
6.112708333E-1,2.441406250E-3
6.112916667E-1,-3.051757812E-5
6.113125000E-1,4.882812500E-4
6.113333333E-1,-6.103515625E-4
6.113541667E-1,9.155273438E-5
6.113750000E-1,2.166748047E-3
6.113958333E-1,1.647949219E-3
6.114166667E-1,9.765625000E-4
6.114375000E-1,-3.662109375E-4
6.114583333E-1,2.044677734E-3
6.114791667E-1,9.155273438E-5
6.115000000E-1,9.765625000E-4
6.115208333E-1,-4.882812500E-4
6.115416667E-1,4.577636719E-4
6.115625000E-1,9.155273438E-4
6.115833333E-1,-7.019042969E-4
6.116041667E-1,2.075195312E-3
6.116250000E-1,1.403808594E-3
6.116458333E-1,-4.882812500E-4
6.116666667E-1,1.373291016E-3
6.116875000E-1,-4.577636719E-4
6.117083333E-1,2.655029297E-3
6.117291667E-1,1.312255859E-3
6.117500000E-1,1.525878906E-4
6.117708333E-1,8.850097656E-4
6.117916667E-1,-1.190185547E-3
6.118125000E-1,2.349853516E-3
6.118333333E-1,-3.967285156E-4
6.118541667E-1,4.882812500E-4
6.118750000E-1,-6.103515625E-5
6.118958333E-1,-1.983642578E-3
6.119166667E-1,-1.037597656E-3
6.119375000E-1,-4.272460938E-4
6.119583333E-1,4.882812500E-4
6.119791667E-1,1.403808594E-3
6.120000000E-1,5.187988281E-4
6.120208333E-1,0.000000000E0
6.120416667E-1,-5.493164062E-4
6.120625000E-1,-1.403808594E-3
6.120833333E-1,7.934570312E-4
6.121041667E-1,0.000000000E0
6.121250000E-1,1.159667969E-3
6.121458333E-1,-1.831054688E-3
6.121666667E-1,-2.746582031E-4
6.121875000E-1,3.051757812E-4
6.122083333E-1,-1.861572266E-3
6.122291667E-1,1.953125000E-3
6.122500000E-1,-7.019042969E-4
6.122708333E-1,-1.129150391E-3
6.122916667E-1,-3.051757812E-5
6.123125000E-1,-6.103515625E-4
6.123333333E-1,-9.155273438E-4
6.123541667E-1,-2.990722656E-3
6.123750000E-1,3.967285156E-4
6.123958333E-1,4.577636719E-4
6.124166667E-1,-9.155273438E-4
6.124375000E-1,-1.037597656E-3
6.124583333E-1,-1.464843750E-3
6.124791667E-1,-1.586914062E-3
6.125000000E-1,-2.105712891E-3
6.125208333E-1,-2.136230469E-3
6.125416667E-1,-1.220703125E-3
6.125625000E-1,-3.387451172E-3
6.125833333E-1,-8.544921875E-4
6.126041667E-1,-1.495361328E-3
6.126250000E-1,-2.288818359E-3
6.126458333E-1,-8.850097656E-4
6.126666667E-1,-2.563476562E-3
6.126875000E-1,-1.129150391E-3
6.127083333E-1,-2.502441406E-3
6.127291667E-1,3.967285156E-4
6.127500000E-1,-1.617431641E-3
6.127708333E-1,2.746582031E-4
6.127916667E-1,-1.617431641E-3
6.128125000E-1,-2.868652344E-3
6.128333333E-1,-1.312255859E-3
6.128541667E-1,-3.723144531E-3
6.128750000E-1,1.068115234E-3
6.128958333E-1,-7.324218750E-4
6.129166667E-1,-2.441406250E-4
6.129375000E-1,1.831054688E-4
6.129583333E-1,8.850097656E-4
6.129791667E-1,1.190185547E-3
6.130000000E-1,1.586914062E-3
6.130208333E-1,-6.408691406E-4
6.130416667E-1,-2.441406250E-4
6.130625000E-1,-1.190185547E-3
6.130833333E-1,-1.220703125E-3
6.131041667E-1,-1.007080078E-3
6.131250000E-1,-4.089355469E-3
6.131458333E-1,9.155273438E-5
6.131666667E-1,-9.155273438E-4
6.131875000E-1,-2.563476562E-3
6.132083333E-1,-3.967285156E-4
6.132291667E-1,-2.319335938E-3
6.132500000E-1,-9.155273438E-5
6.132708333E-1,-6.713867188E-4
6.132916667E-1,-1.678466797E-3
6.133125000E-1,6.408691406E-4
6.133333333E-1,-2.807617188E-3
6.133541667E-1,2.624511719E-3
6.133750000E-1,-2.655029297E-3
6.133958333E-1,-1.770019531E-3
6.134166667E-1,8.850097656E-4
6.134375000E-1,-3.143310547E-3
6.134583333E-1,2.197265625E-3
6.134791667E-1,-5.035400391E-3
6.135000000E-1,2.929687500E-3
6.135208333E-1,-1.770019531E-3
6.135416667E-1,-1.556396484E-3
6.135625000E-1,3.845214844E-3
6.135833333E-1,-3.631591797E-3
6.136041667E-1,3.051757812E-3
6.136250000E-1,-1.190185547E-3
6.136458333E-1,2.685546875E-3
6.136666667E-1,1.190185547E-3
6.136875000E-1,2.990722656E-3
6.137083333E-1,2.563476562E-3
6.137291667E-1,1.556396484E-3
6.137500000E-1,3.723144531E-3
6.137708333E-1,-1.739501953E-3
6.137916667E-1,5.310058594E-3
6.138125000E-1,7.324218750E-4
6.138333333E-1,3.906250000E-3
6.138541667E-1,2.563476562E-3
6.138750000E-1,3.417968750E-3
6.138958333E-1,4.028320312E-3
6.139166667E-1,1.586914062E-3
6.139375000E-1,4.089355469E-3
6.139583333E-1,-6.103515625E-5
6.139791667E-1,6.011962891E-3
6.140000000E-1,1.708984375E-3
6.140208333E-1,3.540039062E-3
6.140416667E-1,6.103515625E-3
6.140625000E-1,1.495361328E-3
6.140833333E-1,6.744384766E-3
6.141041667E-1,5.584716797E-3
6.141250000E-1,3.875732422E-3
6.141458333E-1,4.272460938E-3
6.141666667E-1,3.265380859E-3
6.141875000E-1,5.554199219E-3
6.142083333E-1,2.777099609E-3
6.142291667E-1,3.204345703E-3
6.142500000E-1,5.218505859E-3
6.142708333E-1,2.960205078E-3
6.142916667E-1,4.943847656E-3
6.143125000E-1,4.516601562E-3
6.143333333E-1,3.051757812E-3
6.143541667E-1,8.850097656E-4
6.143750000E-1,2.471923828E-3
6.143958333E-1,1.037597656E-3
6.144166667E-1,1.586914062E-3
6.144375000E-1,1.220703125E-3
6.144583333E-1,7.019042969E-4
6.144791667E-1,3.997802734E-3
6.145000000E-1,5.493164062E-4
6.145208333E-1,1.068115234E-3
6.145416667E-1,4.882812500E-4
6.145625000E-1,-2.746582031E-4
6.145833333E-1,5.187988281E-4
6.146041667E-1,-1.129150391E-3
6.146250000E-1,-1.098632812E-3
6.146458333E-1,-2.746582031E-4
6.146666667E-1,-2.075195312E-3
6.146875000E-1,1.556396484E-3
6.147083333E-1,-3.051757812E-5
6.147291667E-1,-1.129150391E-3
6.147500000E-1,1.831054688E-4
6.147708333E-1,-3.051757812E-4
6.147916667E-1,-1.190185547E-3
6.148125000E-1,-1.647949219E-3
6.148333333E-1,2.593994141E-3
6.148541667E-1,-1.831054688E-3
6.148750000E-1,-3.967285156E-4
6.148958333E-1,-1.831054688E-4
6.149166667E-1,-2.593994141E-3
6.149375000E-1,-3.356933594E-4
6.149583333E-1,-1.495361328E-3
6.149791667E-1,-3.234863281E-3
6.150000000E-1,-2.532958984E-3
6.150208333E-1,-5.798339844E-4
6.150416667E-1,-2.502441406E-3
6.150625000E-1,-2.319335938E-3
6.150833333E-1,1.037597656E-3
6.151041667E-1,-3.417968750E-3
6.151250000E-1,-2.563476562E-3
6.151458333E-1,1.220703125E-4
6.151666667E-1,-1.861572266E-3
6.151875000E-1,-1.586914062E-3
6.152083333E-1,-1.708984375E-3
6.152291667E-1,-3.387451172E-3
6.152500000E-1,-2.868652344E-3
6.152708333E-1,-1.556396484E-3
6.152916667E-1,-1.251220703E-3
6.153125000E-1,-1.892089844E-3
6.153333333E-1,-3.509521484E-3
6.153541667E-1,-1.281738281E-3
6.153750000E-1,-9.460449219E-4
6.153958333E-1,-9.765625000E-4
6.154166667E-1,-4.608154297E-3
6.154375000E-1,-2.685546875E-3
6.154583333E-1,-3.051757812E-4
6.154791667E-1,-3.906250000E-3
6.155000000E-1,1.678466797E-3
6.155208333E-1,-3.356933594E-4
6.155416667E-1,-3.662109375E-3
6.155625000E-1,6.103515625E-4
6.155833333E-1,-2.532958984E-3
6.156041667E-1,-2.288818359E-3
6.156250000E-1,-6.103515625E-5
6.156458333E-1,-3.967285156E-4
6.156666667E-1,-4.272460938E-4
6.156875000E-1,7.019042969E-4
6.157083333E-1,-3.967285156E-4
6.157291667E-1,4.272460938E-4
6.157500000E-1,8.544921875E-4
6.157708333E-1,-6.408691406E-4
6.157916667E-1,1.007080078E-3
6.158125000E-1,-1.007080078E-3
6.158333333E-1,2.319335938E-3
6.158541667E-1,1.220703125E-3
6.158750000E-1,2.624511719E-3
6.158958333E-1,1.495361328E-3
6.159166667E-1,2.105712891E-3
6.159375000E-1,4.882812500E-4
6.159583333E-1,-1.831054688E-4
6.159791667E-1,2.502441406E-3
6.160000000E-1,1.586914062E-3
